customer_id,customer_name,email,registration_date,customer_type
CUST0378,Sarah Hawkins,codygarcia@example.org,2024-01-17,PREMIUM
CUST0379,Ronald Haas,jamesmorales@example.net,2026-03-18,REGULAR
CUST0380,Angela Willis,johnsoncaleb@example.net,2025-05-31,REGULAR
CUST0381,Anna Boone,david70@example.org,2025-12-20,REGULAR
CUST0382,Nathaniel Crawford,lvega@example.com,2024-06-10,REGULAR
CUST0383,Denise Griffin,austinharvey@example.org,2026-04-13,REGULAR
CUST0384,Jason Pierce,millerpatrick@example.com,2024-05-17,REGULAR
CUST0385,Rebecca Wright,mayokimberly@example.com,2025-07-27,REGULAR
CUST0386,Kari Durham,paul20@,2026-01-25,VIP
CUST0387,Steven Osborne,stokesthomas@example.com,2026-01-05,REGULAR
CUST0388,Dr. Ariel Sandoval MD,gallagherstacie@example.net,2025-03-07,REGULAR
CUST0389,Ryan Bruce,joelstewart@example.net,2026-06-30,REGULAR
CUST0390,Kevin Warner,stacey92@example.net,2024-04-30,REGULAR
CUST0391,Rita Waller,gregory01@example.org,2024-07-08,REGULAR
CUST0392,Alicia Woods,samantha32@example.com,2024-04-13,REGULAR
CUST0393,Sarah Morris,hernandezjanet@example.org,2024-01-01,REGULAR
CUST0394,Shannon Yu,janet69@example.org,2024-12-16,VIP
CUST0395,Chad Moore,fconner@example.net,2024-11-16,REGULAR
CUST0396,Wayne Steele,jeffrey92@example.com,2024-10-31,REGULAR
CUST0397,Elizabeth Thompson,rushstacy@example.com,2025-12-10,REGULAR
CUST0398,Lance Mccall,daniellegarcia@example.com,2024-02-16,PREMIUM
CUST0399,Blake Reed,gary15@example.com,2023-07-30,REGULAR
CUST0400,David Jones,kristin00@example.com,2025-05-23,REGULAR
CUST0401,Tracy Wilkerson,wmacias@example.net,2025-02-15,VIP
CUST0402,John Shields,franciscojones@example.org,2024-10-13,REGULAR
CUST0403,Dean Garcia,george62@example.net,2023-11-06,REGULAR
CUST0404,Stephanie Davis,bbush@example.net,2024-03-25,VIP
CUST0405,Jessica Brown,jamie36@example.net,2025-11-19,REGULAR
CUST0406,Monica Baker,kenneth10@example.com,2025-12-17,PREMIUM
CUST0407,Katherine Brown,pattersonkelly@example.net,2026-03-10,REGULAR
CUST0408,Christina Johnson,daniellerowland@example.com,2024-01-08,REGULAR
CUST0409,James Burns,christopher86@example.org,2025-02-08,PREMIUM
CUST0410,Jaclyn Griffin,scott43@example.com,2025-12-05,REGULAR
CUST0411,Paul Contreras,barnettlindsey@example.com,2026-01-14,REGULAR
CUST0412,Antonio Hughes,rsheppard@example.com,2025-12-18,VIP
CUST0413,Karen Miller,shawrachel@example.net,2026-05-30,REGULAR
CUST0414,Mrs. Tiffany Cole,teresastokes@example.org,2023-09-17,PREMIUM
CUST0415,William Graham,maryscott@example.net,2023-10-25,REGULAR
CUST0416,Justin Arnold,april09@example.net,2025-10-01,REGULAR
CUST0417,Ashley Hernandez,buckleyanna@example.org,2024-09-29,PREMIUM
CUST0418,Sheryl Humphrey,patrick79@example.net,2025-07-16,REGULAR
CUST0419,Donald Thomas,vwilliams@example.net,2024-07-16,PREMIUM
CUST0420,John Adams,andrew44@example.com,2025-08-14,REGULAR
CUST0421,Melinda Compton,dennismccann@example.com,2024-11-22,REGULAR
CUST0422,Jason Brewer,scottmcintyre@example.com,2025-08-03,REGULAR
CUST0423,Sharon Nicholson,cameronmckinney@example.com,2024-02-08,REGULAR
CUST0424,Kelly Carroll,jameswhitaker@example.org,2024-08-03,REGULAR
CUST0425,Anthony Ward,joshuacolon@example.net,2025-03-20,REGULAR
CUST0426,Becky Johnson,tracy72@example.com,2026-01-09,REGULAR
CUST0427,Hailey Monroe,kaitlyn14@example.org,2025-03-04,REGULAR
CUST0428,Scott Chan,mercedesholland@example.net,2024-05-29,PREMIUM
CUST0429,Jason Smith,wellsdavid@example.org,2026-01-31,REGULAR
CUST0430,Courtney Franklin,jennifer46@example.com,2025-01-04,PREMIUM
CUST0431,Daniel Turner,asilva@example.net,2026-05-06,VIP
CUST0432,Sara Hoffman,kenneth17@example.org,2024-12-16,REGULAR
CUST0433,margaret hensley md,jacob83@example.org,2026-01-30,REGULAR
CUST0434,Francisco Taylor,rioswhitney@example.com,2025-04-23,REGULAR
CUST0435,Norman Aguilar,matthewreeves@example.net,2025-10-20,PREMIUM
CUST0436,Karen Shepard,william28@example.org,2024-10-11,PREMIUM
CUST0437,Carl Green,staceylam@example.net,2023-11-28,REGULAR
CUST0438,Daniel Savage,vfrench@example.com,2024-08-20,REGULAR
CUST0439,Julie Wilson,delacruzbrandy@example.net,2023-10-31,PREMIUM
CUST0440,Cory Wilson,amoreno@example.org,2024-03-03,REGULAR
CUST0441,Curtis Ortiz,tthomas@example.org,2023-11-15,REGULAR
CUST0442,Mr. Christopher Walters,hayesjason@example.org,2025-12-24,PREMIUM
CUST0443,Katherine Gallagher,andersonryan@example.com,2025-03-30,REGULAR
CUST0444,John Smith,jessicadodson@example.com,2025-10-14,PREMIUM
CUST0445,Michael Sims,jeremywiley@example.com,2024-01-29,VIP
CUST0446,Jonathan Torres,colonkenneth@example.com,2025-06-20,REGULAR
CUST0447,Linda Morgan,matthewvalenzuela@example.com,2024-04-30,PREMIUM
CUST0448,Terry Burnett,perezjessica@example.org,2024-06-05,REGULAR
CUST0449,Leah Jackson,jennifer06@example.net,2024-08-13,REGULAR
CUST0450,Lisa Wheeler,stanleydesiree@example.org,2023-09-25,PREMIUM
CUST0451,Jennifer James,thomas23@example.net,2026-06-12,REGULAR
CUST0452,Elizabeth Stanley,cindy26@example.org,2025-09-14,REGULAR
CUST0453,Autumn Wilson,jimenezchelsea@example.com,2025-10-02,REGULAR
CUST0454,Heather Ortiz,benjamincrawford@example.org,2026-06-16,REGULAR
CUST0455,Erin Smith,meadowsmary@example.net,2025-08-18,VIP
CUST0456,Brandon Hunt,conwaydawn@example.com,2024-10-14,VIP
CUST0457,Anthony Li,phelpsmichael@example.net,2024-11-09,PREMIUM
CUST0458,Brian York,smithdevon@example.net,2024-04-02,PREMIUM
CUST0459,Steven Friedman,natalie15@example.com,2024-04-22,PREMIUM
CUST0460,James Bryant,evaughnexample.com,2026-04-15,REGULAR
CUST0461,Carol Anderson,jarvismegan@example.org,2025-04-19,VIP
CUST0462,Karen Carroll,ywhite@example.com,2026-02-16,PREMIUM
CUST0463,Michael Roberson,timothyfreeman@example.com,2025-05-27,REGULAR
CUST0464,Dennis Edwards,tiffanysantiago@example.com,2025-09-26,REGULAR
CUST0465,Mercedes Davis,timothyalvarado@example.net,2025-03-01,REGULAR
CUST0466,Ronald Mcclain,smithsarah@example.net,2025-07-11,PREMIUM
CUST0467,Sheila Jones,vflores@,2023-09-29,REGULAR
CUST0468,Krista Gray,christianwallace@example.net,2025-06-08,REGULAR
CUST0469,Jonathan Stewart,bmcgee@example.org,2025-03-30,REGULAR
CUST0470,Justin Smith,connersylvia@example.net,2024-10-28,REGULAR
CUST0471,Kristina Pena,xclements@example.org,2024-06-23,REGULAR
CUST0472,Evelyn Saunders,xmoran@example.net,2025-06-14,REGULAR
CUST0473,Peter Walker,michael48@example.net,2025-02-12,PREMIUM
CUST0474,Amber Martin,lydianewton@example.com,2023-12-26,PREMIUM
CUST0475,Craig Martinez,ylewis@example.org,2024-12-18,REGULAR
CUST0476,Jason House,bartonshannon@example.net,2026-01-13,PREMIUM
CUST0477,Brandy Porter,tranryan@example.net,2025-08-01,REGULAR
CUST0478,Priscilla Kent,jessicaanderson@example.com,2026-04-29,PREMIUM
CUST0479,Sonya Gordon,mbarnes@example.net,2024-08-01,REGULAR
CUST0480,Victor Waller,iballard@example.com,2026-02-02,VIP
CUST0481,Nicole Evans,jennifer83@example.org,2024-06-02,REGULAR
CUST0482,Donna Reed,tinasantos@example.org,2025-09-02,REGULAR
CUST0483,Mallory Page,anna99@example.net,2025-04-21,PREMIUM
CUST0484,Stephanie Ferguson,hstokes@example.org,2023-08-21,REGULAR
CUST0485,Anthony Brown,karen24@example.net,2024-08-05,PREMIUM
CUST0486,Antonio Mueller,karenjohnson@example.com,2023-12-19,REGULAR
CUST0487,Megan Hoffman,juliahoffman@example.org,2025-09-13,REGULAR
CUST0488,Rebecca Roberts,housepaul@example.net,2024-11-09,REGULAR
CUST0489,Amy Manning,christinenorman@example.com,2024-06-27,REGULAR
CUST0490,Michele Holland,kimberlybrandt@example.com,2025-06-09,REGULAR
CUST0491,Michael Lopez,jillwilson@example.org,2025-05-08,REGULAR
CUST0492,Dennis Martin,adam72@example.org,2024-03-07,REGULAR
CUST0493,Linda Ayala,tracy98@example.com,2023-11-03,VIP
CUST0494,Emily Robinson,abigailhartman@example.org,2025-04-19,VIP
CUST0495,Jennifer Bailey,elizabethrivera@example.com,2024-06-16,REGULAR
CUST0496,Lisa Wells,wilsonmichael@example.org,2026-04-05,VIP
CUST0497,Lisa Haley,patrick16@example.com,2025-10-29,PREMIUM
CUST0498,Allison Black,willie87@example.com,2023-09-19,PREMIUM
CUST0499,Matthew Flores,vaughangary@example.net,2025-10-18,REGULAR
CUST0500,Austin Santiago,michellecoleman@example.org,2024-05-27,VIP
UNKNOWN,Unknown Customer,unknown@example.com,2024-01-01,Unknown
